posting_id_collection_time,posting_id
2025-09-16,51807246
2025-09-16,51827328
2025-09-16,51792659
2025-09-16,51812692
2025-09-16,51807189
2025-09-16,51828176
2025-09-16,51828885
2025-09-16,51723590
2025-09-16,51804442
2025-09-16,51792636
2025-09-16,51803366
2025-09-16,51807168
2025-09-16,51807623
2025-09-16,51816526
2025-09-16,51816560
2025-09-16,51807222
2025-09-16,51828675
2025-09-16,51792726
2025-09-16,51807161
2025-09-16,51797446
2025-09-16,51804459
2025-09-16,51808486
2025-09-16,51806013
2025-09-16,51723544
2025-09-16,51813526
2025-09-16,51839894
2025-09-16,51807089
2025-09-16,51831155
2025-09-16,51827284
2025-09-16,51805473
2025-09-16,51792160
2025-09-16,51786438
2025-09-16,51786356
2025-09-16,51786347
2025-09-16,51806782
2025-09-16,51832196
2025-09-16,51829591
2025-09-16,51792320
2025-09-16,51806814
2025-09-16,51815844
2025-09-16,51797377
2025-09-16,51804465
2025-09-16,51807952
2025-09-16,51709040
2025-09-16,51804885
2025-09-16,51835348
2025-09-16,51808350
2025-09-16,51708958
2025-09-16,51804940
2025-09-16,51814733
2025-09-16,51803489
2025-09-16,51812527
2025-09-16,51831916
2025-09-16,51801550
2025-09-16,51804982
2025-09-16,51803523
2025-09-16,51797483
2025-09-16,51804351
2025-09-16,51806023
2025-09-16,51808745
2025-09-16,51808321
2025-09-16,51806342
2025-09-16,51797306
2025-09-16,51785495
2025-09-16,51804347
2025-09-16,51803880
2025-09-16,51803440
2025-09-16,51804357
2025-09-16,51835335
2025-09-16,51783248
2025-09-16,51830293
2025-09-16,51797379
2025-09-16,51803416
2025-09-16,51803510
2025-09-16,51815726
2025-09-16,51812503
2025-09-16,51839795
2025-09-16,51797759
2025-09-16,51808632
2025-09-16,51806411
2025-09-16,51808070
2025-09-16,51806048
2025-09-16,51803541
2025-09-16,51804465
2025-09-16,51833938
2025-09-16,51803523
2025-09-16,51808350
2025-09-16,51803440
2025-09-16,51803541
2025-09-16,51808321
2025-09-16,51806342
2025-09-16,51723578
2025-09-16,51804424
2025-09-16,51804416
2025-09-16,51804391
2025-09-16,51808079
2025-09-16,51785722
2025-09-16,51797658
2025-09-16,51807387
2025-09-16,51797630
2025-09-16,51828176
2025-09-16,51793384
2025-09-16,51806488
2025-09-16,51806354
2025-09-16,51806479
2025-09-16,51829485
2025-09-16,51829520
2025-09-16,51830147
2025-09-16,51797650
2025-09-16,51786272
2025-09-16,51791740
2025-09-16,51785952
2025-09-16,51806942
2025-09-16,51812495
2025-09-16,51807089
2025-09-16,51808090
2025-09-16,51835442
2025-09-16,51796203
2025-09-16,51783141
2025-09-16,51815024
2025-09-16,51812421
2025-09-16,51815041
2025-09-16,51827430
2025-09-16,51791481
2025-09-16,51806935
2025-09-16,51781909
2025-09-16,51826655
2025-09-16,51807129
2025-09-16,51791382
2025-09-16,51812487
2025-09-16,51807111
2025-09-16,51815743
2025-09-16,51827379
2025-09-16,51806354
2025-09-16,51797650
2025-09-16,51797658
2025-09-16,51786272
2025-09-16,51815633
2025-09-16,51691997
2025-09-16,51794635
2025-09-16,51797465
2025-09-16,51781902
2025-09-16,51812704
2025-09-16,51833095
2025-09-16,51804370
2025-09-16,51807229
2025-09-16,51757352
2025-09-16,51812725
2025-09-16,51805462
2025-09-16,51815645
2025-09-16,51831169
2025-09-16,51831135
2025-09-16,51803919
2025-09-16,51833104
2025-09-16,51803889
2025-09-16,51795211
2025-09-16,51803352
2025-09-16,51833104
2025-09-16,51794917
2025-09-16,51792610
2025-09-16,51786400
2025-09-16,51815055
2025-09-16,51785722
2025-09-16,51797658
2025-09-16,51795376
2025-09-16,51828176
2025-09-16,51832106
2025-09-16,51786334
2025-09-16,51795314
2025-09-16,51803914
2025-09-16,51792734
2025-09-16,51786272
2025-09-16,51806438
2025-09-16,51786519
2025-09-16,51792061
2025-09-16,51806426
2025-09-16,51807943
2025-09-16,51833968
2025-09-16,51832763
2025-09-16,51806479
2025-09-16,51812503
2025-09-16,51829520
2025-09-16,51839839
2025-09-16,51830019
2025-09-16,51785952
2025-09-16,51815628
2025-09-16,51723530
2025-09-16,51812495
2025-09-16,51804172
2025-09-16,51803489
2025-09-16,51794486
2025-09-16,51806354
2025-09-16,51808090
2025-09-16,51723668
2025-09-16,51796203
2025-09-16,51828379
2025-09-16,51779451
2025-09-16,51828332
2025-09-16,51791481
2025-09-16,51808172
2025-09-16,51831203
2025-09-16,51808421
2025-09-16,51723673
2025-09-16,51804211
2025-09-16,51808771
2025-09-16,51805066
2025-09-16,51794600
2025-09-16,51833440
2025-09-16,51779467
2025-09-16,51786129
2025-09-16,51786393
2025-09-16,51791382
2025-09-16,51804226
2025-09-16,51805061
2025-09-16,51783573
2025-09-16,51831909
2025-09-16,51797614
2025-09-16,51812487
2025-09-16,51723505
2025-09-16,51786396
2025-09-16,51807327
2025-09-16,51797582
2025-09-16,51827379
2025-09-16,51723651
2025-09-16,51807298
2025-09-16,51786368
2025-09-16,51784637
2025-09-16,51786375
2025-09-16,51723629
2025-09-16,51786362
2025-09-16,51779451
2025-09-16,51835410
2025-09-16,51807223
2025-09-16,51807283
2025-09-16,51807235
2025-09-16,51779467
2025-09-16,51786364
2025-09-16,51786388
2025-09-16,51804284
2025-09-16,51795811
2025-09-16,51804262
2025-09-16,51792749
2025-09-16,51723619
2025-09-16,51807381
2025-09-16,51796958
2025-09-16,51804885
2025-09-16,51835524
2025-09-16,51808350
2025-09-16,51830367
2025-09-16,51804241
2025-09-16,51818557
2025-09-16,51796969
2025-09-16,51804940
2025-09-16,51816498
2025-09-16,51803489
2025-09-16,51815666
2025-09-16,51815868
2025-09-16,51814757
2025-09-16,51780735
2025-09-16,51806844
2025-09-16,51815632
2025-09-16,51831916
2025-09-16,51830331
2025-09-16,51803041
2025-09-16,51808312
2025-09-16,51796962
2025-09-16,51804982
2025-09-16,51742027
2025-09-16,51808548
2025-09-16,51797483
2025-09-16,51804351
2025-09-16,51709009
2025-09-16,51835542
2025-09-16,51815648
2025-09-16,51803924
2025-09-16,51806023
2025-09-16,51808321
2025-09-16,51794609
2025-09-16,51813459
2025-09-16,51786307
2025-09-16,51808064
2025-09-16,51797306
2025-09-16,51808763
2025-09-16,51808553
2025-09-16,51832841
2025-09-16,51804347
2025-09-16,51804357
2025-09-16,51723609
2025-09-16,51709067
2025-09-16,51797379
2025-09-16,51815093
2025-09-16,51806023
2025-09-16,51792881
2025-09-16,51806052
2025-09-16,51804362
2025-09-16,51702615
2025-09-16,51806005
2025-09-16,51785800
2025-09-16,51815055
2025-09-16,51702637
2025-09-16,51807129
2025-09-16,51831176
2025-09-16,51785887
2025-09-16,51757377
2025-09-16,51831157
2025-09-16,51833086
2025-09-16,51792625
2025-09-16,51804376
2025-09-16,51815105
2025-09-16,51797379
2025-09-16,51786272
2025-09-16,51815080
2025-09-16,51791592
2025-09-16,51791382
2025-09-16,51804226
2025-09-16,51783573
2025-09-16,51827298
2025-09-16,51807788
2025-09-16,51785978
2025-09-16,51831052
2025-09-16,51832763
2025-09-16,51796231
2025-09-16,51805476
2025-09-16,51723563
2025-09-16,51833103
2025-09-16,51807111
2025-09-16,51801557
2025-09-16,51831160
2025-09-16,51827271
2025-09-16,51831276
2025-09-16,51839839
2025-09-16,51835552
2025-09-16,51668331
2025-09-16,51793384
2025-09-16,51833206
2025-09-16,51833911
2025-09-16,51829971
2025-09-16,51833976
2025-09-16,51834006
2025-09-16,51808079
2025-09-16,51829931
2025-09-16,51833185
2025-09-16,51807952
2025-09-16,51806420
2025-09-16,51780664
2025-09-16,51803270
2025-09-16,51830247
2025-09-16,51831862
2025-09-16,51806406
2025-09-16,51839822
2025-09-16,51814750
2025-09-16,51831886
2025-09-16,51808064
2025-09-16,51808085
2025-09-16,51815645
2025-09-16,51833206
2025-09-16,51835498
2025-09-16,51833976
2025-09-16,51833911
2025-09-16,51834006
2025-09-16,51808079
2025-09-16,51833185
2025-09-16,51833938
2025-09-16,51833147
2025-09-16,51804380
2025-09-16,51835132
2025-09-16,51803489
2025-09-16,51791389
2025-09-16,51833168
2025-09-16,51828723
2025-09-16,51813526
2025-09-16,51813535
2025-09-16,51806397
2025-09-16,51797639
2025-09-16,51812527
2025-09-16,51806354
2025-09-16,51797465
2025-09-16,51829485
2025-09-16,51807723
2025-09-16,51781902
2025-09-16,51797650
2025-09-16,51828805
2025-09-16,51839811
2025-09-16,51828945
2025-09-16,51815645
2025-09-16,51814741
2025-09-16,51794780
2025-09-16,51795460
2025-09-16,51828978
2025-09-16,51802173
2025-09-16,51793775
2025-09-16,51813556
2025-09-16,51796939
2025-09-16,51806488
2025-09-16,51807959
2025-09-16,51792774
2025-09-16,51804247
2025-09-16,51830247
2025-09-16,51831862
2025-09-16,51806406
2025-09-16,51839822
2025-09-16,51814750
2025-09-16,51831886
2025-09-16,51808085
2025-09-16,51815645
2025-09-16,51815628
2025-09-16,51807210
2025-09-16,51723599
2025-09-16,51839905
2025-09-16,51807205
2025-09-16,51792160
2025-09-16,51807268
2025-09-16,51812704
2025-09-16,51815657
2025-09-16,51831181
2025-09-16,51803510
2025-09-16,51786129
2025-09-16,51792784
2025-09-17,51842039
2025-09-17,51843850
2025-09-17,51841138
2025-09-17,51845660
2025-09-17,51844543
2025-09-17,51843871
2025-09-17,51843914
2025-09-17,51842009
2025-09-17,51841799
2025-09-17,51844727
2025-09-17,51843817
2025-09-17,51842917
2025-09-17,51841125
2025-09-17,51841255
2025-09-17,51843363
2025-09-17,51845987
2025-09-17,51846098
2025-09-17,51846169
2025-09-17,51842917
2025-09-17,51844849
2025-09-17,51842891
2025-09-17,51842858
2025-09-17,51842004
2025-09-17,51844849
2025-09-17,51844849
2025-09-17,51843079
2025-09-17,51842935
2025-09-17,51843049
2025-09-17,51844849
2025-09-17,51842213
2025-09-17,51842242
2025-09-17,51842266
2025-09-17,51839088
2025-09-17,51845649
2025-09-17,51843721
2025-09-17,51817744
2025-09-17,51817725
2025-09-17,51845640
2025-09-17,51845645
2025-09-17,51844975
2025-09-17,51845981
2025-09-17,51844849
2025-09-17,51842891
2025-09-17,51843860
2025-09-17,51842858
2025-09-17,51845645
2025-09-17,51844975
2025-09-17,51843261
2025-09-17,51843194
2025-09-17,51843298
2025-09-17,51843363
2025-09-17,51842004
2025-09-17,51842145
2025-09-17,51842114
2025-09-17,51845322
2025-09-17,51842081
2025-09-18,51857375
2025-09-18,51852688
2025-09-18,51857381
2025-09-18,51852624
2025-09-18,51850558
2025-09-18,51850562
2025-09-18,51852460
2025-09-18,51855375
2025-09-18,51855314
2025-09-18,51852756
2025-09-18,51855328
2025-09-18,51846137
2025-09-18,51856250
2025-09-18,51853351
2025-09-18,51857360
2025-09-18,51857363
2025-09-18,51857361
2025-09-18,51850551
2025-09-18,51855273
2025-09-18,51853120
2025-09-18,51853913
2025-09-18,51853234
2025-09-18,51851595
2025-09-18,51852692
2025-09-18,51851633
2025-09-18,51851122
2025-09-18,51854192
2025-09-18,51851069
2025-09-18,51852709
2025-09-18,51853215
2025-09-18,51851619
2025-09-18,51855335
2025-09-18,51851114
2025-09-18,51855346
2025-09-18,51853285
2025-09-18,51851081
2025-09-18,51856902
2025-09-18,51851094
2025-09-18,51853138
2025-09-18,51856920
2025-09-18,51853285
2025-09-18,51854529
2025-09-18,51850558
2025-09-18,51855314
2025-09-18,51852625
2025-09-18,51815791
2025-09-18,51850562
2025-09-18,51852460
2025-09-18,51855349
2025-09-18,51856498
2025-09-18,51856740
2025-09-18,51852756
2025-09-18,51852559
2025-09-18,51852595
2025-09-18,51856363
2025-09-18,51852624
2025-09-18,51855328
2025-09-18,51846137
2025-09-18,51851910
2025-09-18,51850569
2025-09-18,51855344
2025-09-18,51852672
2025-09-18,51852652
2025-09-18,51856740
2025-09-18,51856800
2025-09-18,51856363
2025-09-18,51855375
2025-09-18,51855328
2025-09-18,51846137
2025-09-18,51855122
2025-09-18,51853743
2025-09-18,51855027
2025-09-18,51853237
2025-09-18,51855122
2025-09-18,51855273
2025-09-18,51856063
2025-09-18,51855027
2025-09-18,51856374
2025-09-18,51855314
2025-09-18,51852173
2025-09-18,51853351
2025-09-18,51853234
2025-09-18,51856740
2025-09-18,51855365
2025-09-18,51854472
2025-09-18,51855691
2025-09-18,51853285
2025-09-18,51855375
2025-09-19,51861873
2025-09-19,51861820
2025-09-19,51861884
2025-09-19,51861798
2025-09-19,51861854
2025-09-19,51861839
2025-09-19,51864198
2025-09-19,51855283
2025-09-19,51866598
2025-09-19,51861257
2025-09-19,51861907
2025-09-19,51863853
2025-09-19,51864136
2025-09-19,51861895
2025-09-19,51832186
2025-09-19,51863877
2025-09-19,51863840
2025-09-19,51866862
2025-09-19,51866963
2025-09-19,51866503
2025-09-19,51865953
2025-09-19,51866539
2025-09-19,51861793
2025-09-19,51861303
2025-09-19,51855295
2025-09-19,51861907
2025-09-19,51861854
2025-09-19,51861839
2025-09-19,51861276
2025-09-19,51861798
2025-09-19,51866503
2025-09-19,51862154
2025-09-19,51862126
2025-09-19,51861873
2025-09-19,51861820
2025-09-19,51862078
2025-09-19,51861884
2025-09-19,51866503
2025-09-19,51864149
2025-09-19,51866539
2025-09-19,51866913
2025-09-19,51867374
2025-09-19,51861941
2025-09-19,51863569
2025-09-19,51867356
2025-09-19,51867159
2025-09-19,51866497
2025-09-19,51867132
2025-09-19,51864276
2025-09-19,51862840
2025-09-19,51866503
2025-09-19,51865953
2025-09-19,51866539
2025-09-19,51861941
2025-09-19,51855265
2025-09-19,51866539
2025-09-19,51863073
2025-09-19,51864161
2025-09-19,51866304
2025-09-19,51861895
2025-09-19,51864198
2025-09-19,51861793
2025-09-19,51862985
2025-09-19,51867006
2025-09-19,51866530
2025-09-19,51864047
2025-09-19,51866472
2025-09-19,51861973
2025-09-19,51866404
2025-09-19,51832186
2025-09-19,51862985
2025-09-19,51855265
2025-09-20,51872772
2025-09-20,51876708
2025-09-20,51872636
2025-09-20,51872624
2025-09-20,51872869
2025-09-20,51872826
2025-09-20,51876084
2025-09-20,51876755
2025-09-20,51877757
2025-09-20,51874966
2025-09-20,51873868
2025-09-20,51874568
2025-09-20,51872157
2025-09-20,51873773
2025-09-20,51875472
2025-09-20,51877747
2025-09-20,51872481
2025-09-20,51875894
2025-09-20,51873780
2025-09-20,51872202
2025-09-20,51875301
2025-09-20,51873788
2025-09-20,51872195
2025-09-20,51872515
2025-09-20,51873196
2025-09-20,51874476
2025-09-20,51877639
2025-09-20,51872645
2025-09-20,51873075
2025-09-20,51871658
2025-09-20,51871602
2025-09-20,51866751
2025-09-20,51874290
2025-09-20,51877362
2025-09-20,51877607
2025-09-20,51873864
2025-09-20,51874270
2025-09-20,51875150
2025-09-20,51874476
2025-09-20,51874845
2025-09-20,51875937
2025-09-20,51875955
2025-09-20,51874845
2025-09-20,51875569
2025-09-20,51877345
2025-09-20,51872812
2025-09-20,51873878
2025-09-20,51874435
2025-09-20,51877343
2025-09-20,51874257
2025-09-20,51874134
2025-09-20,51872801
2025-09-20,51876719
2025-09-20,51873842
2025-09-20,51876743
2025-09-20,51874997
2025-09-20,51876732
2025-09-20,51876097
2025-09-20,51876687
2025-09-20,51872660
2025-09-20,51877750
2025-09-20,51877761
2025-09-20,51876070
2025-09-20,51872660
2025-09-20,51877750
2025-09-20,51874094
2025-09-20,51874434
2025-09-20,51877761
2025-09-20,51875721
2025-09-20,51873859
2025-09-20,51874070
2025-09-20,51874675
2025-09-20,51874318
2025-09-20,51874609
2025-09-20,51873873
2025-09-20,51872887
2025-09-20,51873014
2025-09-20,51875012
2025-09-20,51874568
2025-09-20,51872915
2025-09-20,51875823
2025-09-20,51877617
2025-09-20,51872584
2025-09-20,51875877
2025-09-20,51872571
2025-09-20,51872590
2025-09-20,51874476
2025-09-20,51875569
2025-09-20,51877362
2025-09-20,51874554
2025-09-20,51873852
2025-09-20,51874080
2025-09-20,51872988
2025-09-21,51833875
2025-09-21,51871522
2025-09-21,51866781
2025-09-21,51866775
2025-09-21,51871541
2025-09-21,51833863
2025-09-21,51866756
2025-09-21,51832250
2025-09-21,51832217
2025-09-21,51832217
2025-09-21,51832250
2025-09-21,51866795
2025-09-21,51877037
2025-09-21,51866795
2025-09-21,51866756
2025-09-21,51877636
2025-09-21,51832250
2025-09-22,51876934
2025-09-22,51876934
2025-09-22,51876958
2025-09-22,51876927
2025-09-22,51875483
2025-09-22,51875483
2025-09-22,51876948
2025-09-22,51875483
2025-09-22,51875483
2025-09-22,51871756
2025-09-22,51876927
2025-09-23,51889390
2025-09-23,51890478
2025-09-23,51887178
2025-09-23,51890619
2025-09-23,51887108
2025-09-23,51886772
2025-09-23,51886728
2025-09-23,51886748
2025-09-23,51890478
2025-09-23,51889351
2025-09-23,51889390
2025-09-23,51891717
2025-09-23,51891700
2025-09-23,51891740
2025-09-23,51891677
2025-09-23,51885159
2025-09-23,51889351
2025-09-23,51891407
2025-09-23,51891862
2025-09-23,51888710
2025-09-23,51886784
2025-09-23,51888861
2025-09-23,51889125
2025-09-23,51889587
2025-09-23,51892488
2025-09-23,51888758
2025-09-23,51891654
2025-09-23,51888752
2025-09-23,51891696
2025-09-23,51886772
2025-09-23,51886728
2025-09-23,51886784
2025-09-23,51886748
2025-09-23,51891680
2025-09-23,51889400
2025-09-23,51885839
2025-09-23,51891984
2025-09-23,51891862
2025-09-23,51891407
2025-09-23,51892394
2025-09-23,51892283
2025-09-23,51888685
2025-09-23,51886772
2025-09-23,51886728
2025-09-23,51888724
2025-09-23,51886748
2025-09-23,51891992
2025-09-23,51888733
2025-09-23,51885186
2025-09-23,51892498
2025-09-23,51888695
2025-09-23,51891709
2025-09-23,51891407
2025-09-23,51891862
2025-09-23,51891680
2025-09-23,51891654
2025-09-23,51889779
2025-09-23,51888710
2025-09-23,51888752
2025-09-23,51817276
2025-09-23,51888744
2025-09-23,51886784
2025-09-23,51889709
2025-09-23,51889578
2025-09-23,51892003
2025-09-24,51901562
2025-09-24,51902548
2025-09-24,51902537
2025-09-24,51900756
2025-09-24,51899302
2025-09-24,51897472
2025-09-24,51896529
2025-09-24,51897544
2025-09-24,51831146
2025-09-24,51897396
2025-09-24,51902548
2025-09-24,51902562
2025-09-24,51902537
2025-09-24,51902043
2025-09-24,51902213
2025-09-24,51902569
2025-09-24,51896756
2025-09-24,51900428
2025-09-24,51902043
2025-09-24,51902213
2025-09-24,51896502
2025-09-24,51896516
2025-09-24,51897508
2025-09-24,51901396
2025-09-24,51896509
2025-09-24,51896529
2025-09-24,51900345
2025-09-24,51902548
2025-09-24,51902562
2025-09-24,51902537
2025-09-24,51902555
2025-09-24,51902569
2025-09-24,51896509
2025-09-24,51899656
2025-09-24,51897572
2025-09-24,51902548
2025-09-24,51899525
2025-09-24,51902562
2025-09-24,51902537
2025-09-24,51902569
2025-09-25,51912190
2025-09-25,51910664
2025-09-25,51908635
2025-09-25,51906766
2025-09-25,51912173
2025-09-25,51910309
2025-09-25,51909972
2025-09-25,51910417
2025-09-25,51911984
2025-09-25,51910643
2025-09-25,51909248
2025-09-25,51909983
2025-09-25,51909963
2025-09-25,51899368
2025-09-25,51908850
2025-09-25,51909977
2025-09-25,51912561
2025-09-25,51909897
2025-09-25,51912323
2025-09-25,51910748
2025-09-25,51908989
2025-09-25,51908969
2025-09-25,51908394
2025-09-25,51908344
2025-09-25,51855353
2025-09-25,51908300
2025-09-25,51908678
2025-09-25,51912312
2025-09-25,51908393
2025-09-25,51912330
2025-09-25,51912284
2025-09-25,51910832
2025-09-25,51909408
2025-09-25,51902324
2025-09-25,51908393
2025-09-25,51909438
2025-09-25,51909456
2025-09-25,51907557
2025-09-25,51907557
2025-09-25,51902324
2025-09-25,51910295
2025-09-25,51909191
2025-09-25,51889709
2025-09-25,51889578
2025-09-25,51911984
2025-09-25,51912330
2025-09-25,51911972
2025-09-25,51911397
2025-09-25,51908635
2025-09-25,51911367
2025-09-25,51911590
2025-09-25,51912173
2025-09-25,51909943
2025-09-25,51911376
2025-09-25,51912284
2025-09-25,51911972
2025-09-25,51909948
2025-09-25,51910654
2025-09-25,51912350
2025-09-25,51910660
2025-09-25,51908394
2025-09-25,51910722
2025-09-25,51912595
2025-09-25,51909507
2025-09-25,51910397
2025-09-25,51910789
2025-09-25,51909847
2025-09-25,51913029
2025-09-25,51908271
2025-09-25,51902324
2025-09-25,51912804
2025-09-25,51908081
2025-09-25,51908678
2025-09-25,51907917
2025-09-25,51889125
2025-09-25,51907602
2025-09-25,51898740
2025-09-25,51910500
2025-09-25,51908300
2025-09-25,51912312
2025-09-25,51907970
2025-09-25,51910896
2025-09-25,51907557
2025-09-25,51910388
2025-09-25,51909471
2025-09-25,51889125
2025-09-25,51898817
2025-09-25,51912685
2025-09-25,51912595
2025-09-25,51889709
2025-09-25,51889578
2025-09-25,51911984
2025-09-25,51912330
2025-09-25,51911972
2025-09-25,51898740
2025-09-25,51898817
2025-09-25,51912182
2025-09-25,51909972
2025-09-25,51910368
2025-09-25,51911972
2025-09-25,51909484
2025-09-25,51912315
2025-09-25,51912290
2025-09-25,51910406
2025-09-25,51908635
2025-09-25,51906766
2025-09-25,51911984
2025-09-25,51912323
2025-09-25,51912305
2025-09-25,51909983
2025-09-25,51909948
2025-09-25,51909963
2025-09-25,51908394
2025-09-25,51908344
2025-09-25,51909379
2025-09-25,51908300
2025-09-25,51911419
2025-09-25,51911411
2025-09-25,51908678
2025-09-25,51910797
2025-09-26,51922220
2025-09-26,51917751
2025-09-26,51917216
2025-09-26,51922215
2025-09-26,51917289
2025-09-26,51922043
2025-09-26,51922103
2025-09-26,51921037
2025-09-26,51793267
2025-09-26,51917181
2025-09-26,51917169
2025-09-26,51793282
2025-09-26,51920989
2025-09-26,51921050
2025-09-26,51920956
2025-09-26,51886846
2025-09-26,51793267
2025-09-26,51921686
2025-09-26,51921674
2025-09-26,51921620
2025-09-26,51922148
2025-09-26,51922194
2025-09-26,51916698
2025-09-26,51912220
2025-09-26,51917739
2025-09-26,51922241
2025-09-26,51922278
2025-09-26,51922263
2025-09-26,51922123
2025-09-26,51922077
2025-09-26,51920575
2025-09-26,51920244
2025-09-26,51922092
2025-09-26,51918860
2025-09-26,51919444
2025-09-26,51920569
2025-09-26,51922057
2025-09-26,51921640
2025-09-26,51922026
2025-09-26,51921658
2025-09-26,51921678
2025-09-26,51886833
2025-09-26,51793282
2025-09-26,51886877
2025-09-26,51886862
2025-09-26,51886893
2025-09-26,51918690
2025-09-26,51900776
2025-09-26,51918615
2025-09-26,51917127
2025-09-26,51912288
2025-09-26,51922228
2025-09-26,51917336
2025-09-26,51920806
2025-09-26,51922372
2025-09-26,51886833
2025-09-26,51922383
2025-09-26,51886893
2025-09-26,51922307
2025-09-26,51919464
2025-09-26,51921694
2025-09-26,51919585
2025-09-26,51920455
2025-09-26,51917133
2025-09-26,51920619
2025-09-26,51921189
2025-09-26,51922331
2025-09-26,51922191
2025-09-26,51912389
2025-09-26,51916708
2025-09-27,51930524
2025-09-27,51930358
2025-09-27,51917892
2025-09-27,51930723
2025-09-27,51926619
2025-09-27,51930303
2025-09-27,51930293
2025-09-27,51931536
2025-09-27,51928017
2025-09-27,51929087
2025-09-27,51929784
2025-09-27,51927380
2025-09-27,51928100
2025-09-27,51927811
2025-09-27,51927916
2025-09-27,51929065
2025-09-27,51927958
2025-09-27,51928079
2025-09-27,51925881
2025-09-27,51927403
2025-09-27,51850766
2025-09-27,51930928
2025-09-27,51930874
2025-09-27,51930914
2025-09-27,51926981
2025-09-27,51925792
2025-09-27,51928656
2025-09-27,51928522
2025-09-27,51929169
2025-09-27,51927564
2025-09-27,51925896
2025-09-27,51927597
2025-09-27,51930358
2025-09-27,51925859
2025-09-27,51929112
2025-09-27,51925927
2025-09-27,51927800
2025-09-27,51927809
2025-09-27,51930293
2025-09-27,51930303
2025-09-27,51927800
2025-09-27,51927809
2025-09-27,51927768
2025-09-27,51927772
2025-09-27,51930553
2025-09-27,51931536
2025-09-27,51930470
2025-09-27,51927875
2025-09-28,51930130
2025-09-28,51930104
2025-09-28,51929606
2025-09-28,51929536
2025-09-28,51929606
2025-09-28,51931679
2025-09-28,51930168
2025-09-28,51927353
2025-09-28,51930155
2025-09-28,51930104
2025-09-28,51930115
2025-09-28,51930104
2025-09-28,51930139
2025-09-28,51930147
2025-09-28,51931650
2025-09-28,51931638
2025-09-29,51931541
2025-09-29,51919497
2025-09-29,51929672
2025-09-29,51931549
2025-09-29,51931569
2025-09-29,51931589
2025-09-29,51919497
2025-09-29,51931560
2025-09-29,51931545
2025-09-29,51931582
2025-09-29,51929672
2025-09-30,51942696
2025-09-30,51942747
2025-09-30,51941520
2025-09-30,51939717
2025-09-30,51939639
2025-09-30,51942760
2025-09-30,51942948
2025-09-30,51939333
2025-09-30,51939861
2025-09-30,51941914
2025-09-30,51944344
2025-09-30,51941904
2025-09-30,51875888
2025-09-30,51944822
2025-09-30,51944359
2025-09-30,51944831
2025-09-30,51943391
2025-09-30,51944828
2025-09-30,51942782
2025-09-30,51942747
2025-09-30,51942728
2025-09-30,51942696
2025-09-30,51942747
2025-09-30,51939717
2025-09-30,51939639
2025-09-30,51942760
2025-09-30,51942948
2025-09-30,51942844
2025-09-30,51939333
2025-09-30,51939861
2025-09-30,51938167
2025-09-30,51944788
2025-09-30,51944031
2025-09-30,51944796
2025-09-30,51939717
2025-09-30,51939639
2025-09-30,51940650
2025-09-30,51940508
2025-09-30,51944812
2025-09-30,51940487
2025-09-30,51939333
2025-09-30,51939861
2025-09-30,51942409
2025-09-30,51945276
2025-09-30,51940758
2025-09-30,51944069
2025-09-30,51939717
2025-09-30,51939639
2025-09-30,51944043
2025-09-30,51940508
2025-09-30,51941678
2025-09-30,51941116
2025-09-30,51944052
2025-09-30,51940487
2025-09-30,51944060
2025-09-30,51939333
2025-09-30,51941904
2025-09-30,51941118
2025-09-30,51939861
2025-09-30,51875899
2025-09-30,51942844
2025-09-30,51942728
2025-09-30,51927920
2025-09-30,51942089
2025-09-30,51942747
2025-09-30,51941520
2025-09-30,51942760
2025-09-30,51875912
2025-09-30,51941678
2025-09-30,51942098
2025-09-30,51942844
2025-09-30,51944965
2025-09-30,51942931
2025-09-30,51942961
2025-09-30,51942869
2025-09-30,51942728
2025-09-30,51942747
2025-09-30,51875928
2025-09-30,51945158
2025-09-30,51942760
2025-09-30,51941678
2025-09-30,51942728
2025-09-30,51942513
2025-09-30,51942728
